Tanggal,Temperatur minimum (°C),Temperatur maksimum (°C),Temperatur rata-rata (°C),Kelembapan rata-rata (%),Curah hujan (mm),Lamanya penyinaran matahari (jam),Kecepatan angin maksimum (m/s),Arah angin saat kecepatan maksimum (°),Kecepatan angin rata-rata (m/s),is_calm,wind_sin,wind_cos
2023-09-12,26.2,34.4,29.6,65.0,0.0,6.0,4.0,120.0,1.0,1,0.0,0.0
2023-09-13,26.6,33.0,29.5,67.0,0.0,8.0,4.0,290.0,0.0,1,0.0,0.0
2023-09-14,25.0,33.6,29.2,64.0,0.5,7.0,7.0,330.0,1.0,1,0.0,0.0
2023-09-15,26.0,34.2,29.5,65.0,0.0,8.2,3.0,40.0,1.0,1,0.0,0.0
2023-09-16,26.4,33.4,29.3,68.0,0.0,9.0,4.0,310.0,1.0,1,0.0,0.0
2023-09-17,26.6,33.0,29.1,70.0,0.0,8.0,6.0,340.0,1.0,1,0.0,0.0
2023-09-18,26.8,32.4,29.0,73.0,0.0,7.4,9.0,330.0,1.0,1,0.0,0.0
2023-09-19,27.4,32.6,29.7,72.0,0.0,8.2,2.0,330.0,0.0,1,0.0,0.0
2023-09-20,26.6,32.8,28.9,73.0,0.0,3.0,3.0,320.0,0.0,1,0.0,0.0
2023-09-21,26.4,33.4,29.3,70.0,0.0,8.0,6.0,330.0,1.0,1,0.0,0.0
2023-09-22,25.0,32.6,28.8,70.0,6.8,7.0,8.0,340.0,1.0,1,0.0,0.0
2023-09-23,26.4,32.6,28.9,66.0,0.0,8.0,4.0,310.0,1.0,1,0.0,0.0
2023-09-24,26.6,32.2,28.7,72.0,0.0,3.6,6.0,310.0,1.0,1,0.0,0.0
2023-09-25,25.6,34.2,29.3,66.0,2.8,6.0,5.0,270.0,1.0,1,0.0,0.0
2023-09-26,25.0,34.0,29.5,66.0,3.7,9.0,4.0,320.0,0.0,1,0.0,0.0
2023-09-27,26.0,35.0,29.8,58.0,0.0,9.0,3.0,130.0,1.0,1,0.0,0.0
2023-09-28,26.3,35.2,30.0,58.0,0.0,9.8,7.0,80.0,1.0,1,0.0,0.0
2023-09-29,26.8,36.8,30.4,59.0,0.0,9.5,3.0,130.0,1.0,1,0.0,0.0
2023-09-30,25.6,33.0,29.1,70.0,0.7,9.2,3.0,280.0,1.0,1,0.0,0.0
2023-10-01,26.6,32.8,28.9,72.0,0.0,8.0,3.0,330.0,1.0,1,0.0,0.0
2023-10-02,26.8,33.0,29.2,70.0,0.0,4.3,7.0,320.0,1.0,1,0.0,0.0
2023-10-03,26.6,34.2,29.2,67.0,0.0,4.8,6.0,340.0,2.0,1,0.0,0.0
2023-10-04,25.0,33.0,29.0,74.0,1.9,8.0,3.0,230.0,1.0,1,0.0,0.0
2023-10-05,27.2,34.0,29.8,74.0,0.0,8.0,3.0,240.0,0.0,1,0.0,0.0
2023-10-06,26.0,32.4,29.3,76.0,0.7,8.5,5.0,360.0,1.0,1,0.0,0.0
2023-10-07,26.4,33.6,29.6,74.0,0.0,4.4,7.0,340.0,1.0,1,0.0,0.0
2023-10-08,26.0,33.4,29.7,73.0,0.6,4.9,4.0,310.0,1.0,1,0.0,0.0
2023-10-09,27.0,34.6,30.1,72.0,0.0,7.5,3.0,90.0,1.0,1,0.0,0.0
2023-10-10,27.8,34.8,30.7,65.0,0.0,8.0,8.0,320.0,1.0,1,0.0,0.0
2023-10-11,27.6,33.8,30.1,72.0,0.0,7.0,5.0,100.0,1.0,1,0.0,0.0
2023-10-12,28.0,35.2,30.2,74.0,0.0,6.2,4.0,310.0,1.0,1,0.0,0.0
2023-10-13,28.0,35.0,30.1,74.0,0.0,7.6,9.0,320.0,2.0,1,0.0,0.0
2023-10-14,28.0,33.6,30.3,65.0,0.0,7.0,7.0,320.0,2.0,1,0.0,0.0
2023-10-15,27.4,36.0,30.8,61.0,0.6,6.0,5.0,60.0,1.0,1,0.0,0.0
2023-10-16,27.6,35.0,30.1,69.0,0.0,5.7,8.0,320.0,1.0,1,0.0,0.0
2023-10-17,28.0,36.6,31.8,60.0,0.0,8.0,9.0,100.0,2.0,1,0.0,0.0
2023-10-18,26.0,33.4,30.3,62.0,0.0,7.6,6.0,340.0,2.0,1,0.0,0.0
2023-10-19,27.6,34.8,30.7,66.0,0.1,7.5,5.0,100.0,1.0,1,0.0,0.0
2023-10-20,26.0,33.0,29.9,73.0,1.2,6.4,5.0,320.0,2.0,1,0.0,0.0
2023-10-21,28.0,34.6,30.2,71.0,0.0,7.2,3.0,340.0,1.0,1,0.0,0.0
2023-10-22,27.8,33.8,30.4,65.0,0.1,8.0,3.0,300.0,1.0,1,0.0,0.0
2023-10-23,24.0,34.0,27.0,78.0,0.0,8.0,6.0,280.0,2.0,1,0.0,0.0
2023-10-24,26.0,33.0,29.4,72.0,0.4,8.0,5.0,340.0,1.0,1,0.0,0.0
2023-10-25,26.4,33.0,29.5,72.0,2.0,2.0,9.0,330.0,1.0,1,0.0,0.0
2023-10-26,27.2,33.6,30.1,72.0,0.0,4.4,6.0,340.0,1.0,1,0.0,0.0
2023-10-27,27.0,33.8,30.1,72.0,0.0,7.0,3.0,260.0,0.0,1,0.0,0.0
2023-10-28,27.0,33.6,30.3,68.0,0.0,7.0,5.0,320.0,1.0,1,0.0,0.0
2023-10-29,27.0,34.0,29.8,69.0,0.0,8.0,3.0,250.0,1.0,1,0.0,0.0
2023-10-30,27.0,33.8,30.7,67.0,0.0,7.8,5.0,300.0,1.0,1,0.0,0.0
2023-10-31,27.8,33.6,29.8,74.0,0.0,6.5,5.0,330.0,1.0,1,0.0,0.0
2023-11-01,27.0,33.2,29.8,72.0,8.0,4.3,6.0,330.0,1.0,1,0.0,0.0
2023-11-02,27.6,33.4,30.3,71.0,0.0,3.5,4.0,320.0,1.0,1,0.0,0.0
2023-11-03,27.8,33.4,30.2,70.0,0.0,4.0,5.0,330.0,1.0,1,0.0,0.0
2023-11-04,27.6,32.6,28.2,80.0,0.8,4.2,4.0,330.0,1.0,1,0.0,0.0
2023-11-05,24.4,32.6,28.7,80.0,28.0,1.5,6.0,290.0,1.0,1,0.0,0.0
2023-11-06,25.0,33.4,30.1,75.0,0.0,0.6,5.0,320.0,0.0,1,0.0,0.0
2023-11-07,27.4,33.4,30.4,71.0,0.0,5.2,7.0,320.0,2.0,1,0.0,0.0
2023-11-08,27.6,33.6,30.4,72.0,0.7,3.2,8.0,330.0,1.0,1,0.0,0.0
2023-11-09,27.0,33.5,30.0,72.0,0.0,0.0,5.0,320.0,1.0,1,0.0,0.0
2023-11-10,27.0,33.4,29.2,79.0,0.0,0.0,4.0,320.0,1.0,1,0.0,0.0
2023-11-11,26.2,33.2,29.3,76.0,4.5,0.0,4.0,340.0,1.0,1,0.0,0.0
2023-11-12,26.5,34.0,30.1,71.0,0.0,0.0,5.0,320.0,1.0,1,0.0,0.0
2023-11-13,26.0,35.6,31.2,67.0,12.3,0.0,3.0,240.0,1.0,1,0.0,0.0
2023-11-14,28.0,34.4,29.7,76.0,0.3,8.0,5.0,320.0,1.0,1,0.0,0.0
2023-11-15,25.2,33.4,29.6,74.0,39.0,0.0,4.0,320.0,1.0,1,0.0,0.0
2023-11-16,26.2,34.2,29.7,74.0,0.9,4.2,6.0,320.0,2.0,1,0.0,0.0
2023-11-17,26.0,33.4,29.8,75.0,11.0,7.6,4.0,20.0,1.0,1,0.0,0.0
2023-11-18,27.0,33.4,29.2,76.0,0.4,6.2,4.0,320.0,1.0,1,0.0,0.0
2023-11-19,27.0,33.4,29.6,78.0,1.0,6.0,5.0,330.0,1.0,1,0.0,0.0
2023-11-20,26.0,34.2,30.4,69.0,4.0,7.8,7.0,320.0,1.0,1,0.0,0.0
2023-11-21,27.4,33.6,30.2,72.0,0.0,6.3,9.0,330.0,2.0,1,0.0,0.0
2023-11-22,26.0,33.6,30.0,73.0,15.0,6.8,9.0,320.0,2.0,1,0.0,0.0
2023-11-23,27.4,32.2,29.2,78.0,3.1,3.0,6.0,320.0,1.0,1,0.0,0.0
2023-11-24,26.8,32.8,28.6,82.0,0.0,0.0,5.0,330.0,1.0,1,0.0,0.0
2023-11-25,25.0,29.6,26.1,89.0,3.5,1.0,2.0,150.0,0.0,1,0.0,0.0
2023-11-26,24.8,32.8,29.1,75.0,18.1,0.0,4.0,330.0,1.0,1,0.0,0.0
2023-11-27,26.4,32.2,28.2,78.0,6.6,5.2,3.0,320.0,1.0,1,0.0,0.0
2023-11-28,26.4,33.0,29.5,73.0,2.0,0.0,5.0,320.0,0.0,1,0.0,0.0
2023-11-29,26.2,34.2,29.8,76.0,2.5,5.3,2.0,20.0,0.0,1,0.0,0.0
2023-11-30,25.8,32.6,28.3,80.0,18.1,6.2,5.0,330.0,1.0,1,0.0,0.0
2023-12-01,26.4,30.4,26.9,87.0,3.0,2.3,2.0,300.0,0.0,1,0.0,0.0
2023-12-02,25.8,33.6,29.4,74.0,1.1,0.0,6.0,320.0,1.0,1,0.0,0.0
2023-12-03,26.0,32.2,28.6,78.0,4.2,6.1,4.0,260.0,1.0,1,0.0,0.0
2023-12-04,26.0,29.0,26.7,86.0,2.3,1.7,2.0,120.0,0.0,1,0.0,0.0
2023-12-05,24.8,32.4,29.4,74.0,1.4,0.0,5.0,320.0,1.0,1,0.0,0.0
2023-12-06,26.2,33.4,29.4,74.0,0.4,6.5,5.0,320.0,1.0,1,0.0,0.0
2023-12-07,27.2,33.4,29.2,79.0,0.0,6.7,4.0,320.0,1.0,1,0.0,0.0
2023-12-08,26.4,32.6,29.4,76.0,0.0,0.6,5.0,320.0,1.0,1,0.0,0.0
2023-12-09,26.6,32.4,29.1,76.0,0.0,3.6,3.0,300.0,1.0,1,0.0,0.0
2023-12-10,26.8,32.0,29.2,77.0,0.0,1.0,4.0,50.0,1.0,1,0.0,0.0
2023-12-11,26.8,33.0,30.0,72.0,0.0,0.0,7.0,320.0,2.0,1,0.0,0.0
2023-12-12,28.0,33.2,29.7,71.0,0.0,7.0,5.0,340.0,1.0,1,0.0,0.0
2023-12-13,26.4,33.0,30.1,70.0,0.0,3.8,9.0,320.0,2.0,1,0.0,0.0
2023-12-14,26.8,33.8,30.6,69.0,0.0,6.8,7.0,320.0,2.0,1,0.0,0.0
2023-12-15,25.0,33.4,30.4,65.0,0.4,7.6,4.0,330.0,1.0,1,0.0,0.0
2023-12-16,26.4,33.6,30.3,64.0,0.0,5.2,5.0,310.0,2.0,1,0.0,0.0
2023-12-17,26.4,34.8,30.6,65.0,0.0,7.7,5.0,330.0,2.0,0,-1.0,-0.0
2023-12-18,26.8,34.2,30.7,66.0,0.0,7.8,8.0,310.0,1.0,1,0.0,0.0
2023-12-19,25.8,34.4,30.3,62.0,3.9,7.5,7.0,320.0,2.0,1,0.0,0.0
2023-12-20,26.2,35.6,30.3,56.0,0.7,7.8,4.0,340.0,1.0,1,0.0,0.0
2023-12-21,25.4,34.6,29.9,62.0,0.0,8.0,8.0,340.0,2.0,1,0.0,0.0
2023-12-22,26.2,33.2,30.1,65.0,0.9,7.0,5.0,330.0,1.0,1,0.0,0.0
2023-12-23,26.0,33.8,31.0,65.0,3.9,1.8,4.0,280.0,1.0,1,0.0,0.0
2023-12-24,28.0,33.6,30.6,70.0,0.0,6.6,4.0,300.0,1.0,1,0.0,0.0
2023-12-25,27.0,32.2,28.3,80.0,0.0,5.3,5.0,320.0,1.0,1,0.0,0.0
2023-12-26,25.2,31.0,28.4,80.0,36.0,2.0,4.0,320.0,1.0,1,0.0,0.0
2023-12-27,26.4,33.2,28.7,80.0,0.0,0.0,9.0,320.0,1.0,1,0.0,0.0
2023-12-28,26.6,33.2,29.9,76.0,2.5,3.8,4.0,320.0,1.0,1,0.0,0.0
2023-12-29,27.2,33.0,29.3,79.0,0.3,5.6,5.0,320.0,1.0,1,0.0,0.0
2023-12-30,26.4,32.6,29.2,79.0,2.0,4.0,5.0,330.0,1.0,1,0.0,0.0
2023-12-31,27.2,32.2,28.3,80.0,0.0,2.4,5.0,290.0,1.0,1,0.0,0.0
2024-01-01,26.4,32.2,29.6,77.0,1.8,5.6,4.0,290.0,1.0,1,0.0,0.0
2024-01-02,27.2,31.8,29.7,78.0,0.0,0.7,5.0,300.0,1.0,1,0.0,0.0
2024-01-03,26.6,30.2,28.0,84.0,2.5,0.0,3.0,260.0,1.0,1,0.0,0.0
2024-01-04,26.4,31.4,27.1,87.0,8.5,0.0,3.0,330.0,0.0,1,0.0,0.0
2024-01-05,25.0,32.4,28.1,80.0,30.8,0.0,5.0,330.0,1.0,1,0.0,0.0
2024-01-06,25.2,32.2,27.8,83.0,1.0,4.0,4.0,240.0,1.0,1,0.0,0.0
2024-01-07,25.8,33.2,28.1,80.0,1.3,3.7,3.0,320.0,1.0,1,0.0,0.0
2024-01-08,25.8,31.6,28.3,79.0,13.4,4.2,5.0,320.0,1.0,1,0.0,0.0
2024-01-09,25.0,33.8,29.2,76.0,12.2,0.0,7.0,320.0,2.0,1,0.0,0.0
2024-01-10,26.4,32.8,29.2,76.0,0.6,6.0,6.0,320.0,2.0,1,0.0,0.0
2024-01-11,26.8,32.8,27.3,87.0,0.0,3.8,5.0,320.0,1.0,1,0.0,0.0
2024-01-12,25.0,33.4,28.6,75.0,42.0,0.8,5.0,240.0,2.0,1,0.0,0.0
2024-01-13,26.2,32.4,28.4,80.0,0.0,3.0,4.0,310.0,1.0,1,0.0,0.0
2024-01-14,26.2,32.4,29.5,76.0,2.4,0.4,7.0,330.0,2.0,1,0.0,0.0
2024-01-15,26.0,31.4,29.4,74.0,2.5,3.9,6.0,340.0,2.0,0,-0.7,0.7
2024-01-16,27.2,34.6,30.2,69.0,0.0,3.2,9.0,320.0,2.0,0,-1.0,-0.0
2024-01-17,27.2,32.0,28.4,80.0,0.8,5.6,4.0,320.0,1.0,1,0.0,0.0
2024-01-18,25.0,32.6,28.2,79.0,1.5,1.0,7.0,260.0,2.0,0,-1.0,-0.0
2024-01-19,24.8,28.4,26.4,85.0,7.7,1.0,4.0,250.0,2.0,0,-1.0,-0.0
2024-01-20,24.8,35.4,30.5,64.0,11.0,0.0,7.0,300.0,2.0,1,0.0,0.0
2024-01-21,26.0,32.8,28.8,76.0,6.1,8.0,10.0,230.0,2.0,0,-0.7,-0.7
2024-01-22,26.4,35.0,30.4,66.0,7.0,5.4,8.0,320.0,3.0,0,-1.0,-0.0
2024-01-23,27.0,34.6,30.1,68.0,0.3,5.8,5.0,260.0,1.0,1,0.0,0.0
2024-01-24,26.0,33.6,30.2,67.0,1.5,2.7,6.0,260.0,2.0,1,0.0,0.0
2024-01-25,27.0,33.0,30.1,72.0,0.0,5.7,4.0,320.0,1.0,1,0.0,0.0
2024-01-26,27.0,32.4,29.1,78.0,0.0,6.7,10.0,320.0,3.0,0,-0.7,0.7
2024-01-27,25.6,28.4,26.3,90.0,14.0,2.5,3.0,330.0,0.0,1,0.0,0.0
2024-01-28,25.0,30.6,27.4,85.0,28.0,0.0,5.0,320.0,1.0,1,0.0,0.0
2024-01-29,24.0,29.8,27.2,88.0,24.0,1.2,5.0,320.0,1.0,1,0.0,0.0
2024-01-30,24.6,32.8,26.9,88.0,17.6,0.8,5.0,320.0,1.0,1,0.0,0.0
2024-01-31,25.0,31.4,27.9,81.0,110.5,0.7,4.0,320.0,1.0,1,0.0,0.0
2024-02-01,25.0,31.6,27.8,83.0,14.4,2.2,7.0,340.0,1.0,1,0.0,0.0
2024-02-02,25.6,34.2,28.2,81.0,20.1,3.1,5.0,340.0,1.0,1,0.0,0.0
2024-02-03,25.0,31.6,28.1,79.0,20.3,3.2,4.0,270.0,2.0,0,-1.0,-0.0
2024-02-04,26.2,31.0,28.0,81.0,8.9,0.8,4.0,340.0,1.0,1,0.0,0.0
2024-02-05,26.0,32.0,27.9,84.0,14.0,2.4,10.0,320.0,1.0,1,0.0,0.0
2024-02-06,26.2,31.0,26.4,86.0,6.8,3.4,9.0,250.0,1.0,1,0.0,0.0
2024-02-07,24.6,33.4,28.9,75.0,14.8,3.5,5.0,260.0,1.0,1,0.0,0.0
2024-02-08,25.4,32.6,29.3,76.0,6.4,5.0,11.0,330.0,2.0,1,0.0,0.0
2024-02-09,26.0,31.0,29.0,79.0,8.3,8.5,6.0,320.0,2.0,0,-0.7,0.7
2024-02-10,25.2,32.0,28.6,79.0,102.0,4.2,6.0,310.0,1.0,1,0.0,0.0
2024-02-11,26.6,32.0,28.8,78.0,0.0,5.2,7.0,300.0,2.0,0,-0.7,0.7
2024-02-12,26.2,32.6,28.6,81.0,5.8,7.6,10.0,360.0,2.0,1,0.0,0.0
2024-02-13,26.0,31.2,28.6,80.0,3.0,5.0,8.0,320.0,2.0,1,0.0,0.0
2024-02-14,24.4,30.0,27.6,85.0,140.9,6.8,3.0,310.0,0.0,1,0.0,0.0
2024-02-15,25.6,31.4,28.5,85.0,3.0,2.1,5.0,300.0,1.0,1,0.0,0.0
2024-02-16,26.4,30.0,28.1,85.0,7.5,0.8,8.0,320.0,2.0,1,0.0,0.0
2024-02-17,25.0,31.0,28.3,82.0,18.4,0.2,4.0,300.0,1.0,1,0.0,0.0
2024-02-18,26.0,30.4,28.6,80.0,0.0,3.0,7.0,340.0,2.0,1,0.0,0.0
2024-02-19,26.6,32.4,29.5,78.0,0.0,2.7,9.0,300.0,2.0,1,0.0,0.0
2024-02-20,26.8,33.0,29.8,78.0,8.4,5.2,9.0,340.0,2.0,1,0.0,0.0
2024-02-21,26.0,33.0,29.5,77.0,0.2,7.2,5.0,320.0,1.0,1,0.0,0.0
2024-02-22,27.4,34.0,30.6,74.0,0.0,0.3,7.0,350.0,3.0,1,0.0,0.0
2024-02-23,27.2,34.0,30.3,72.0,3.2,5.8,4.0,330.0,2.0,1,0.0,0.0
2024-02-24,27.4,31.6,28.9,80.0,1.5,2.4,9.0,330.0,3.0,1,0.0,0.0
2024-02-25,26.0,32.8,28.4,81.0,5.7,3.8,9.0,340.0,2.0,1,0.0,0.0
2024-02-26,25.6,31.0,28.7,79.0,20.8,1.7,4.0,340.0,0.0,1,0.0,0.0
2024-02-27,26.2,32.2,29.1,78.0,0.0,2.5,6.0,340.0,1.0,1,0.0,0.0
2024-02-28,24.8,30.8,27.6,88.0,38.5,5.2,4.0,350.0,1.0,1,0.0,0.0
2024-02-29,25.0,27.0,26.1,92.0,75.5,0.3,2.0,320.0,0.0,1,0.0,0.0
2024-03-01,25.2,32.4,29.1,77.0,10.0,0.0,5.0,330.0,2.0,1,0.0,0.0
2024-03-02,26.4,30.4,27.7,86.0,4.7,5.2,4.0,310.0,1.0,0,-0.7,0.7
2024-03-03,25.8,31.0,27.7,86.0,17.7,0.0,6.0,310.0,2.0,1,0.0,0.0
2024-03-04,25.0,34.0,29.2,74.0,6.8,0.2,4.0,270.0,2.0,1,0.0,0.0
2024-03-05,26.4,35.2,30.2,71.0,1.0,1.0,5.0,260.0,2.0,1,0.0,0.0
2024-03-06,27.2,33.8,29.6,75.0,0.1,2.4,5.0,320.0,2.0,1,0.0,0.0
2024-03-07,26.8,34.6,29.7,74.0,4.0,1.2,5.0,240.0,1.0,1,0.0,0.0
2024-03-08,25.0,32.0,29.2,75.0,0.0,4.6,4.0,260.0,1.0,1,0.0,0.0
2024-03-09,25.9,33.3,27.1,94.0,4.2,0.5,5.0,270.0,0.0,1,0.0,0.0
2024-03-10,24.2,30.8,27.9,86.0,47.7,0.0,4.0,290.0,1.0,1,0.0,0.0
2024-03-11,25.4,29.8,27.9,86.0,10.4,0.2,6.0,330.0,1.0,1,0.0,0.0
2024-03-12,25.0,31.4,28.8,79.0,16.0,0.0,3.0,310.0,1.0,1,0.0,0.0
2024-03-13,26.4,31.6,28.2,84.0,4.3,3.0,7.0,330.0,2.0,1,0.0,0.0
2024-03-14,26.6,29.6,27.2,86.0,24.0,1.2,6.0,320.0,1.0,1,0.0,0.0
2024-03-15,24.6,30.8,27.4,83.0,31.8,0.0,5.0,270.0,1.0,1,0.0,0.0
2024-03-16,24.0,30.0,26.0,91.0,6.5,0.0,2.0,330.0,1.0,1,0.0,0.0
2024-03-17,24.7,29.0,27.0,85.0,19.0,1.0,4.0,230.0,2.0,0,-1.0,-0.0
2024-03-18,25.6,32.4,29.0,77.0,21.7,2.1,6.0,320.0,2.0,1,0.0,0.0
2024-03-19,26.2,34.8,30.2,65.0,0.3,5.0,6.0,260.0,1.0,1,0.0,0.0
2024-03-20,25.0,35.4,30.4,63.0,1.8,9.9,7.0,240.0,3.0,0,-1.0,-0.0
2024-03-21,26.0,32.0,29.0,77.0,0.0,9.7,6.0,340.0,2.0,1,0.0,0.0
2024-03-22,25.2,29.6,26.4,91.0,63.3,9.0,0.0,0.0,0.0,1,0.0,0.0
2024-03-23,25.4,33.6,29.8,75.0,3.8,0.0,5.0,340.0,1.0,1,0.0,0.0
2024-03-24,26.0,33.4,29.9,77.0,2.3,9.9,3.0,300.0,1.0,1,0.0,0.0
2024-03-25,27.2,32.0,29.2,80.0,1.3,8.0,4.0,340.0,1.0,1,0.0,0.0
2024-03-26,27.4,34.2,30.2,75.0,0.2,5.0,5.0,120.0,1.0,1,0.0,0.0
2024-03-27,27.2,30.8,28.3,82.0,0.4,5.2,3.0,340.0,1.0,1,0.0,0.0
2024-03-28,26.0,32.4,29.3,77.0,2.8,0.0,6.0,320.0,1.0,1,0.0,0.0
2024-03-29,26.8,33.4,29.8,75.0,0.0,5.5,3.0,90.0,0.0,1,0.0,0.0
2024-03-30,27.2,33.6,29.7,77.0,4.5,6.2,3.0,340.0,1.0,1,0.0,0.0
2024-03-31,27.4,33.4,28.9,82.0,3.4,4.5,8.0,340.0,1.0,1,0.0,0.0
2024-05-01,28.0,33.0,30.4,76.0,1.5,5.6,4.0,360.0,1.0,1,0.0,0.0
2024-05-02,28.0,34.9,31.3,72.0,6.5,0.6,6.0,70.0,1.0,1,0.0,0.0
2024-05-03,27.0,33.8,30.7,73.0,0.5,2.8,7.0,360.0,2.0,1,0.0,0.0
2024-05-04,28.0,34.0,30.3,70.0,0.0,6.2,6.0,300.0,1.0,1,0.0,0.0
2024-05-05,27.4,34.6,30.8,71.0,0.0,5.0,6.0,360.0,1.0,1,0.0,0.0
2024-05-06,27.0,33.4,30.5,68.0,0.3,5.8,3.0,300.0,0.0,1,0.0,0.0
2024-05-07,28.0,35.0,31.0,68.0,0.0,3.7,2.0,50.0,1.0,1,0.0,0.0
2024-05-08,28.0,34.2,30.5,71.0,1.0,6.5,3.0,310.0,1.0,1,0.0,0.0
2024-05-09,27.0,35.2,30.6,73.0,0.7,4.2,3.0,120.0,1.0,1,0.0,0.0
2024-05-10,27.8,34.6,30.9,73.0,0.1,6.0,3.0,140.0,1.0,1,0.0,0.0
2024-05-11,28.0,36.6,31.1,71.0,0.7,7.0,5.0,360.0,2.0,1,0.0,0.0
2024-05-12,28.0,35.0,31.0,70.0,1.0,5.5,4.0,140.0,2.0,1,0.0,0.0
2024-05-13,28.0,34.8,30.9,72.0,0.0,5.7,4.0,360.0,1.0,1,0.0,0.0
2024-05-14,28.0,32.4,28.5,84.0,0.0,6.0,4.0,360.0,1.0,1,0.0,0.0
2024-05-15,27.0,34.0,30.7,71.0,28.5,0.0,4.0,360.0,1.0,1,0.0,0.0
2024-05-16,27.2,34.2,30.4,73.0,0.2,4.5,5.0,360.0,1.0,1,0.0,0.0
2024-05-17,26.9,34.6,30.4,70.0,0.2,5.5,3.0,70.0,1.0,1,0.0,0.0
2024-05-18,27.4,34.8,30.6,69.0,0.0,4.5,4.0,350.0,1.0,1,0.0,0.0
2024-05-19,27.0,33.2,30.3,70.0,1.5,4.5,4.0,340.0,1.0,1,0.0,0.0
2024-05-20,27.4,34.4,30.6,68.0,1.1,6.5,2.0,110.0,1.0,1,0.0,0.0
2024-05-21,27.4,33.0,30.5,70.0,0.0,3.4,6.0,310.0,1.0,1,0.0,0.0
2024-05-22,28.0,33.8,30.6,72.0,0.0,5.2,5.0,360.0,2.0,1,0.0,0.0
2024-05-23,28.0,32.0,28.9,81.0,2.1,3.2,5.0,360.0,1.0,1,0.0,0.0
2024-05-24,26.0,33.4,29.3,78.0,11.6,0.0,3.0,360.0,1.0,1,0.0,0.0
2024-05-25,26.6,33.0,27.2,86.0,3.5,4.0,3.0,110.0,1.0,1,0.0,0.0
2024-05-26,26.4,33.0,29.5,77.0,2.1,0.0,4.0,350.0,1.0,1,0.0,0.0
2024-05-27,26.8,35.6,31.0,70.0,8.2,0.4,4.0,350.0,1.0,1,0.0,0.0
2024-05-28,27.0,34.0,30.7,74.0,0.8,6.0,9.0,360.0,2.0,1,0.0,0.0
2024-05-29,28.0,34.2,30.8,73.0,0.0,6.4,3.0,360.0,1.0,1,0.0,0.0
2024-05-30,28.0,33.4,30.6,74.0,0.0,4.4,2.0,130.0,1.0,1,0.0,0.0
2024-05-31,28.0,34.6,30.8,74.0,0.1,5.2,4.0,340.0,1.0,1,0.0,0.0
2024-06-01,26.6,33.0,29.7,76.0,1.2,2.8,3.0,130.0,1.0,1,0.0,0.0
2024-06-02,26.4,33.6,29.7,78.0,10.2,1.0,3.0,350.0,0.0,1,0.0,0.0
2024-06-03,25.9,33.8,28.8,82.0,1.5,1.5,2.0,320.0,0.0,1,0.0,0.0
2024-06-04,27.2,33.4,29.6,78.0,2.1,0.4,3.0,280.0,1.0,1,0.0,0.0
2024-06-05,27.0,33.4,30.0,72.0,0.0,3.0,3.0,320.0,1.0,1,0.0,0.0
2024-06-06,26.6,35.6,30.7,68.0,0.3,6.0,4.0,310.0,1.0,1,0.0,0.0
2024-06-07,27.0,33.2,29.9,73.0,0.7,6.6,8.0,360.0,2.0,1,0.0,0.0
2024-06-08,27.2,33.8,30.5,72.0,0.9,6.0,4.0,80.0,2.0,0,1.0,0.0
2024-06-09,27.6,33.4,29.6,75.0,0.0,6.8,5.0,310.0,1.0,1,0.0,0.0
2024-06-10,27.0,34.0,30.7,73.0,0.0,3.6,6.0,360.0,1.0,1,0.0,0.0
2024-06-11,27.0,33.4,28.4,85.0,1.7,4.2,3.0,310.0,1.0,1,0.0,0.0
2024-06-12,26.0,32.2,28.9,79.0,12.9,3.2,3.0,360.0,0.0,1,0.0,0.0
2024-06-13,26.0,32.6,29.0,78.0,0.0,3.0,3.0,360.0,1.0,1,0.0,0.0
2024-06-14,25.6,33.6,29.7,75.0,10.1,1.0,7.0,360.0,2.0,1,0.0,0.0
2024-06-15,26.0,33.2,28.9,78.0,10.7,6.8,5.0,340.0,2.0,0,-0.7,0.7
2024-06-16,24.2,30.4,28.2,82.0,65.6,3.0,3.0,310.0,1.0,1,0.0,0.0
2024-06-17,25.0,32.4,29.7,75.0,0.0,1.7,5.0,320.0,2.0,1,0.0,0.0
2024-06-18,27.2,32.6,29.3,77.0,0.0,6.7,8.0,360.0,2.0,1,0.0,0.0
2024-06-19,26.0,33.8,29.8,71.0,8.6,0.5,3.0,360.0,1.0,1,0.0,0.0
2024-06-20,25.8,33.6,29.7,66.0,2.8,7.0,5.0,360.0,1.0,1,0.0,0.0
2024-06-21,26.8,34.2,29.8,70.0,0.0,7.0,3.0,320.0,1.0,1,0.0,0.0
2024-06-22,27.0,33.4,29.2,72.0,0.0,6.7,5.0,360.0,1.0,1,0.0,0.0
2024-06-23,26.1,34.4,30.2,62.0,5.8,0.8,3.0,70.0,1.0,1,0.0,0.0
2024-06-24,26.4,33.4,29.9,72.0,0.3,7.0,4.0,70.0,1.0,1,0.0,0.0
2024-06-25,27.2,32.4,27.3,83.0,0.0,3.8,3.0,30.0,1.0,1,0.0,0.0
2024-06-26,25.4,34.4,29.8,75.0,24.0,2.0,4.0,350.0,1.0,1,0.0,0.0
2024-06-27,26.0,33.2,29.7,77.0,7.1,7.0,3.0,20.0,1.0,1,0.0,0.0
