TANGGAL,TN,TX,TAVG,RH_AVG,RR,SS,FF_X,DDD_X,FF_AVG,DDD_CAR
01-09-2024,26.6,33.4,29.0,71.0,0.0,8.0,4.0,330.0,1.0,C
02-09-2024,27.0,33.6,30.0,74.0,0.0,7.0,3.0,300.0,0.0,C
03-09-2024,26.0,33.0,29.3,72.0,0.0,6.9,5.0,330.0,2.0,C
04-09-2024,27.2,34.6,30.1,64.0,0.0,6.2,3.0,50.0,1.0,C
05-09-2024,27.6,33.4,30.1,66.0,0.0,7.0,4.0,300.0,1.0,C
06-09-2024,27.6,35.4,30.6,67.0,0.0,6.8,3.0,330.0,1.0,C
07-09-2024,26.0,35.2,30.4,64.0,0.0,7.0,4.0,120.0,2.0,C
08-09-2024,27.4,34.8,30.1,67.0,0.0,8.0,12.0,330.0,2.0,C
09-09-2024,28.0,33.0,28.6,74.0,0.0,7.9,8.0,320.0,2.0,C
10-09-2024,25.8,31.6,28.0,80.0,22.4,6.5,4.0,320.0,1.0,C
11-09-2024,25.0,34.2,29.6,67.0,0.0,1.6,5.0,120.0,1.0,C
12-09-2024,26.8,32.8,28.9,74.0,0.0,4.1,6.0,230.0,2.0,C
13-09-2024,24.0,32.4,27.6,79.0,48.7,4.9,7.0,90.0,1.0,C
14-09-2024,25.0,33.6,28.9,66.0,0.0,5.8,7.0,340.0,1.0,C
15-09-2024,25.0,33.6,28.8,69.0,0.0,5.0,4.0,340.0,1.0,C
16-09-2024,26.2,33.6,29.0,67.0,0.0,7.9,5.0,310.0,2.0,C
17-09-2024,26.8,33.6,28.8,65.0,0.0,6.5,4.0,310.0,2.0,NW
18-09-2024,26.0,33.2,28.3,67.0,0.0,5.0,8.0,320.0,2.0,C
19-09-2024,25.0,32.6,28.5,62.0,0.0,7.9,4.0,320.0,1.0,C
20-09-2024,26.4,32.6,29.1,71.0,0.0,8.0,5.0,320.0,1.0,C
21-09-2024,27.0,33.2,29.4,71.0,0.0,7.6,4.0,360.0,2.0,C
22-09-2024,27.2,34.4,29.8,76.0,0.0,8.0,5.0,340.0,1.0,C
23-09-2024,26.0,33.4,29.9,76.0,0.0,3.6,3.0,120.0,1.0,C
24-09-2024,26.4,33.4,28.0,82.0,0.0,4.5,5.0,150.0,1.0,C
25-09-2024,26.4,33.4,27.3,80.0,2.0,2.3,5.0,320.0,1.0,C
26-09-2024,23.6,33.0,27.6,81.0,44.4,6.2,8.0,300.0,1.0,C
27-09-2024,25.0,33.6,28.7,81.0,55.0,6.0,3.0,80.0,0.0,C
28-09-2024,25.6,34.6,30.6,73.0,0.0,8.0,5.0,60.0,2.0,C
29-09-2024,27.6,34.4,30.1,73.0,0.0,6.3,3.0,120.0,1.0,C
30-09-2024,27.2,34.6,30.1,71.0,0.0,7.0,3.0,70.0,1.0,C
